"","SN","number.leaves","Learning.Rate","number.iteration","maximum.bin","maximum.depth","acu","precision","recall","fscore","corr","training.error","test.error"
"632",631,21,0.06,80,34,5,0.838541236442818,0.542448355694335,0.654452214452214,0.592140455701158,0.577936658388111,0.0374798734192495,0.22040618483993
"633",632,43,0.06,80,34,6,0.829352672351047,0.549180742241937,0.587412587412587,0.566438058739186,0.577566290590229,0.0163033778133806,0.22040175064527
"634",633,85,0.06,80,34,7,0.826286519581924,0.549594024942716,0.584195804195804,0.563478098867365,0.567319350331469,0.00843293616274775,0.219690724379286
"635",634,171,0.06,80,34,8,0.838057647326156,0.582620473022912,0.596177156177156,0.583562425694647,0.579540023849039,0.00412300931239886,0.209135197544423
"636",635,341,0.06,80,34,9,0.83414466016062,0.578644215811145,0.578321678321678,0.577397907853958,0.566974689671632,0.00318527632733191,0.207607291749414
"637",636,683,0.06,80,34,10,0.835387049611965,0.573588588215823,0.596596736596737,0.577419686354729,0.571157690064899,0.00281109484746691,0.212173692658613
"638",637,21,0.06,80,35,5,0.840328410567808,0.536940961753168,0.617762237762238,0.574004937412429,0.587569229720614,0.0387921395566478,0.22413746507809
"639",638,43,0.06,80,35,6,0.836022777937955,0.559822896086018,0.605780885780886,0.579177487540691,0.580913570776971,0.0185526702980998,0.215866830416642
"640",639,85,0.06,80,35,7,0.837929425548755,0.576447565327501,0.596317016317016,0.58319466899578,0.588261452400566,0.00749572640572293,0.204623919348934
"641",640,171,0.06,80,35,8,0.829149332843732,0.571744303576612,0.535058275058275,0.537376327858473,0.563135845630565,0.00487295249325801,0.223368815296669
"642",641,341,0.06,80,35,9,0.832364141121345,0.560378135199457,0.633286713286713,0.594238891653771,0.568129834461225,0.00299836175291391,0.21137244839417
"643",642,683,0.06,80,35,10,0.837941264849791,0.591245882000599,0.535151515151515,0.560461234589822,0.573081951555699,0.00299853758914708,0.20611767554052
"644",643,21,0.06,80,36,5,0.83649342775839,0.521034330965838,0.648344988344988,0.576833794225099,0.580725458614436,0.0333593327290231,0.233116373022107
"645",644,43,0.06,80,36,6,0.826994981932177,0.546921568106548,0.59958041958042,0.568209988009766,0.563428194479242,0.0153672131953147,0.221120216271015
"646",645,85,0.06,80,36,7,0.8311783210468,0.565075641204673,0.620885780885781,0.589092910979139,0.575764202096694,0.00768369731466527,0.212878813670097
"647",646,171,0.06,80,36,8,0.82888920005663,0.566956152408089,0.544009324009324,0.551024095956973,0.560237665714038,0.00487277863271286,0.214358657838626
"648",647,341,0.06,80,36,9,0.831474300128061,0.561429673729896,0.556829836829837,0.55260946168182,0.57261339647547,0.00337342043825673,0.218097251345705
"649",648,683,0.06,80,36,10,0.837291393892547,0.598952140035884,0.55006993006993,0.570625343847423,0.578275925623172,0.00281144717849591,0.20018123457226
"650",649,21,0.06,80,37,5,0.839941073326621,0.551982455075279,0.645268065268065,0.592496962259002,0.589958977812337,0.0391696415095002,0.216662442623412
"651",650,43,0.06,80,37,6,0.840085062467211,0.57997508182874,0.596130536130536,0.583285126293976,0.592510456293768,0.0166782609917715,0.208382897542363
"652",651,85,0.06,80,37,7,0.835431852025616,0.576260899210361,0.581072261072261,0.574752637215608,0.574074345906068,0.00693410646483512,0.206165527015594
"653",652,171,0.06,80,37,8,0.831785869746561,0.590994446700737,0.523263403263403,0.553092615259078,0.567911630100031,0.00431062624390552,0.205384247134691
"654",653,341,0.06,80,37,9,0.829653600262437,0.573119720587369,0.574358974358974,0.568803856774961,0.561065646630698,0.0033735962744899,0.208426588019605
"655",654,683,0.06,80,37,10,0.836034656278487,0.578605510188603,0.55986013986014,0.56498383937987,0.574223572059724,0.00299906411000257,0.20991071927681
"656",655,21,0.06,80,38,5,0.840135594500897,0.531673268194333,0.636410256410256,0.572754220440704,0.579635931424327,0.0348574475571563,0.229423172218657
"657",656,43,0.06,80,38,6,0.840314662924387,0.556763067543467,0.636270396270396,0.592413232737981,0.584621926291671,0.0144324753532756,0.213651666479632
"658",657,85,0.06,80,38,7,0.827604680100616,0.570217782217782,0.581678321678322,0.572610982994664,0.567684190128125,0.00880711665476874,0.210595203420256
"659",658,171,0.06,80,38,8,0.831875518206241,0.571022735931883,0.547272727272727,0.554687253531114,0.573602931810807,0.00412248377938738,0.215168140038172
"660",659,341,0.06,80,38,9,0.84025184378369,0.576001842178313,0.572727272727273,0.56036128588611,0.576751710005512,0.00356050953178255,0.212888963982991
"661",660,683,0.06,80,38,10,0.840128206850536,0.560462115045448,0.611888111888112,0.58353700102942,0.577690388677417,0.00262383090555192,0.213662888564695
"662",661,21,0.06,80,39,5,0.834957912553598,0.548424829429317,0.645407925407925,0.592407609915598,0.575781583392927,0.038794772819488,0.218108326324784
"663",662,43,0.06,80,39,6,0.838474628174643,0.552701039196427,0.639114219114219,0.590947431823895,0.58385931787982,0.016865344816796,0.216674799526067
"664",663,85,0.06,80,39,7,0.835345807829922,0.543454424103738,0.6395337995338,0.58187810936657,0.575222909055252,0.00899526076569356,0.224176721360672
"665",664,171,0.06,80,39,8,0.838361774179714,0.607387529718537,0.574592074592075,0.588788273542204,0.582723946921734,0.00412318481935069,0.195654867505843
"666",665,341,0.06,80,39,9,0.838694776481092,0.596733117394014,0.556689976689977,0.571658684845778,0.582847031618424,0.00299853627202173,0.204660527723804
"667",666,683,0.06,80,39,10,0.828265065312501,0.564624835123422,0.562657342657343,0.561626021574462,0.573619330146875,0.00262347857452292,0.214371519104654
"668",667,21,0.06,80,40,5,0.822144147824656,0.531210819788687,0.626759906759907,0.574759532093009,0.560328569336392,0.0357948321625703,0.227147715843356
"669",668,43,0.06,80,40,6,0.839993090009345,0.567461934714154,0.66997668997669,0.612846879057396,0.583091890126367,0.0187404568094942,0.207642702261271
"670",669,85,0.06,80,40,7,0.833280392333148,0.572502381924595,0.587132867132867,0.578200333653945,0.577480012256916,0.00768387315089843,0.210659677871519
"671",670,171,0.06,80,40,8,0.827405319177153,0.595389822595705,0.547599067599068,0.568901410058202,0.558496632764958,0.00524660646442352,0.203127031901404
"672",671,341,0.06,80,40,9,0.844676490611174,0.601828937759523,0.584289044289044,0.590094343365016,0.585099809706905,0.00374777643722956,0.199348005263872
"673",672,683,0.06,80,40,10,0.829101980232466,0.583392941075118,0.522890442890443,0.549867721006474,0.561278750678112,0.00281109583531091,0.209122336278395
"674",673,21,0.06,90,25,5,0.8299804079145,0.571428832781298,0.642191142191142,0.597534870990018,0.57332684537587,0.029985713734121,0.210638956942919
"675",674,43,0.06,90,25,6,0.835704983816407,0.564218161500633,0.609044289044289,0.578236367570322,0.57179417291106,0.0134933300805606,0.216663556425863
"676",675,85,0.06,90,25,7,0.831551313569933,0.593467079273531,0.583916083916084,0.582393563732882,0.575551696258397,0.00580840553435785,0.203074851307373
"677",676,171,0.06,90,25,8,0.826690238484239,0.567241910631741,0.545034965034965,0.549760193599448,0.572739177407872,0.00356051051962656,0.21511776674623
"678",677,341,0.06,90,25,9,0.831337505736796,0.603749137307479,0.556689976689977,0.574622575721876,0.576774037281673,0.00299801073901025,0.199367696450585
"679",678,683,0.06,90,25,10,0.831202016872181,0.589772410825042,0.529277389277389,0.556819460329282,0.572264770113202,0.00243621265691993,0.206159747851937
"680",679,21,0.06,90,26,5,0.836221643978405,0.56778149996571,0.584615384615385,0.567598292998367,0.586148161471466,0.0271753304636202,0.214410796402376
"681",680,43,0.06,90,26,6,0.836700360047486,0.562697661595396,0.614825174825175,0.586499090019869,0.584517605969842,0.0119934470116556,0.212118759081168
"682",681,85,0.06,90,26,7,0.829936852468255,0.568408088936855,0.59962703962704,0.573872964262286,0.568277714575349,0.005247835671649,0.21894445572257
"683",682,171,0.06,90,26,8,0.834524742945018,0.588247073062003,0.617948717948718,0.594580724246403,0.571588684603853,0.00374777643722956,0.205379939030874
"684",683,341,0.06,90,26,9,0.838547000509465,0.613469093308631,0.48960372960373,0.540501386874912,0.578954388043456,0.00281127035441874,0.203151136267635
"685",684,683,0.06,90,26,10,0.838456194643575,0.587053740014524,0.581445221445221,0.575206671507384,0.583570348780313,0.0024356858067831,0.209147785613623
"686",685,21,0.06,90,27,5,0.837497096437543,0.558489877611681,0.635944055944056,0.591615262606115,0.583810164215423,0.0305476975308846,0.214385494173132
"687",686,43,0.06,90,27,6,0.829462015087846,0.557352877150943,0.606013986013986,0.574337401604712,0.56548326390345,0.0110555375317929,0.215123293728199
"688",687,85,0.06,90,27,7,0.835548436588779,0.571537710208137,0.618181818181818,0.587457433228685,0.571437517204321,0.0065602799502498,0.209892267983391
"689",688,171,0.06,90,27,8,0.841292991526478,0.596820039491206,0.55030303030303,0.571896105821946,0.574540746759793,0.0035605118367519,0.200920210975199
"690",689,341,0.06,90,27,9,0.843623185510285,0.576975050656089,0.59967365967366,0.578867858246633,0.576320574537472,0.00262382991770792,0.210592429421701
"691",690,683,0.06,90,27,10,0.835022597552522,0.597758697681971,0.541398601398601,0.566507372753133,0.568295949372574,0.00243621199835726,0.203903015966884
"692",691,21,0.06,90,28,5,0.831991153191094,0.557427222407291,0.58997668997669,0.567742611320773,0.572038819765296,0.0303632430173242,0.220361233454254
"693",692,43,0.06,90,28,6,0.83243936448754,0.558397817949218,0.611655011655012,0.58133089521898,0.564680573022761,0.0116210271869357,0.215110537537875
"694",693,85,0.06,90,28,7,0.829003938281314,0.578898999059373,0.565594405594406,0.565357476327174,0.566408490297277,0.00487172328603253,0.210637296746814
"695",694,171,0.06,90,28,8,0.840179818211442,0.587478826042127,0.593240093240093,0.58998436923566,0.588755290114413,0.00374795194418139,0.202400391385978
"696",695,341,0.06,90,28,9,0.831459678688879,0.602819165721257,0.55986013986014,0.571452544319292,0.561232834866054,0.00337377178144173,0.203895828788809
"697",696,683,0.06,90,28,10,0.832238761189552,0.596861725092373,0.541212121212121,0.562742840759977,0.569627600814966,0.00281092032835908,0.204639323446971
"698",697,21,0.06,90,29,5,0.841881536029608,0.545679686592017,0.62027972027972,0.576587658161682,0.584109909554839,0.0262377627777836,0.219633353045535
"699",698,43,0.06,90,29,6,0.835500987526996,0.581439760236575,0.605454545454545,0.591694988274004,0.587621667477645,0.0118065321079563,0.206190787214557
"700",699,85,0.06,90,29,7,0.828860671371385,0.571212313041928,0.590862470862471,0.57251541282585,0.569755714186348,0.0069334044370278,0.213695356956873
"701",700,171,0.06,90,29,8,0.83400692996969,0.562921190192978,0.608624708624709,0.582736981072613,0.570205321065147,0.00356103605263805,0.212883331925319
"702",701,341,0.06,90,29,9,0.830074534433926,0.577541195977831,0.550536130536131,0.559076722530233,0.558167537779656,0.00299888893233207,0.21218873949926
"703",702,683,0.06,90,29,10,0.824466372010335,0.561490644585031,0.495944055944056,0.519960079352869,0.553597930635903,0.00281109682315492,0.220384917517675
"704",703,21,0.06,90,30,5,0.839097256453544,0.55548437563719,0.614685314685315,0.581015481651262,0.585622711970914,0.0309217041623604,0.215145779928607
"705",704,43,0.06,90,30,6,0.840217608442819,0.555586431258565,0.595850815850816,0.573259194790754,0.577021478164871,0.0118063562717231,0.214416386429767
"706",705,85,0.06,90,30,7,0.83559667447801,0.583816701521873,0.611468531468531,0.596422675197345,0.572759347907864,0.00543562876867016,0.201704706172609
"707",706,171,0.06,90,30,8,0.829983688380319,0.577900280373244,0.596270396270396,0.58235934328282,0.564526846227817,0.0033735962744899,0.206855517125868
"708",707,341,0.06,90,30,9,0.832283885104928,0.569273471915953,0.544615384615385,0.552879790430916,0.569368336599627,0.00318650586383873,0.213625208417657
"709",708,683,0.06,90,30,10,0.830397900869306,0.604517969608137,0.547412587412587,0.570882689788535,0.57061941396648,0.00243638750530909,0.200898313198727
"710",709,21,0.06,90,31,5,0.831879174140146,0.536291863986354,0.6397668997669,0.580685610206356,0.5750510825453,0.0294239268475961,0.224145871134317
"711",710,43,0.06,90,31,6,0.837031893774911,0.570087672364432,0.618135198135198,0.590048482320072,0.584258651590996,0.0119943205950388,0.210636140914083
"712",711,85,0.06,90,31,7,0.838987470503652,0.591081346687833,0.574545454545455,0.577071320699085,0.588555349144746,0.00562201649295133,0.203853609371408
"713",712,171,0.06,90,31,8,0.839731771110521,0.57551928086959,0.605407925407925,0.582622170917671,0.570877341657634,0.00449719276795188,0.210610481427449
"714",713,341,0.06,90,31,9,0.833412919937229,0.601150769300415,0.546899766899767,0.564869482276567,0.572659388725889,0.00318580350675007,0.203177510269048
"715",714,683,0.06,90,31,10,0.83510139532897,0.621431717966133,0.553613053613054,0.585232132868637,0.57617609993651,0.00281144816633992,0.191880821456627
"716",715,21,0.06,90,32,5,0.84237410193373,0.596309427414691,0.632494172494173,0.611921027140701,0.584220208205631,0.025862879928674,0.194922700008448
"717",716,43,0.06,90,32,6,0.823717322363694,0.552402225024914,0.587086247086247,0.568443873164337,0.561403714523391,0.0119918654734012,0.218922137643286
"718",717,85,0.06,90,32,7,0.824588125861955,0.57716396703609,0.547552447552448,0.558287902199921,0.562857425824857,0.00580980926069116,0.212076518648626
"719",718,171,0.06,90,32,8,0.849083480104612,0.626985786383768,0.574405594405594,0.591619451184515,0.586029039020086,0.00393556788784404,0.192667060910704
"720",719,341,0.06,90,32,9,0.828470063998363,0.569919568487461,0.561958041958042,0.553644369896647,0.558244885960333,0.00281109484746691,0.221114584213342
"721",720,683,0.06,90,32,10,0.840628395790211,0.589203247625683,0.534965034965035,0.559528809075419,0.584180457801951,0.00206203216489893,0.206159810897359
"722",721,21,0.06,90,33,5,0.834931803168836,0.56278384282888,0.608205128205128,0.580526918597408,0.581733834230861,0.0273650574299248,0.215114929702253
"723",722,43,0.06,90,33,6,0.825196758481818,0.571939393939394,0.550769230769231,0.559507647907648,0.559962869786604,0.0127432087584989,0.212137084283743
"724",723,85,0.06,90,33,7,0.839899255137913,0.578017720256526,0.599347319347319,0.58830084569215,0.580214325824668,0.00580980662644047,0.206175551237645
"725",724,171,0.06,90,33,8,0.824956962975287,0.56822482870909,0.541072261072261,0.551809996582365,0.555508756612069,0.00337359594520856,0.213653326675737
"726",725,341,0.06,90,33,9,0.835122971539404,0.597826961964743,0.544149184149184,0.566328292307854,0.575956746373327,0.00299871309609891,0.203895660667685
"727",726,683,0.06,90,33,10,0.837472733496082,0.597592914314332,0.535337995337995,0.561087333718913,0.577956095574596,0.00262382991770792,0.204616795216282
"728",727,21,0.06,90,34,5,0.836806027330632,0.556175195195981,0.63006993006993,0.58949137759531,0.580123249956423,0.0279233509707612,0.21591852766244
"729",728,43,0.06,90,34,6,0.844909255563903,0.583885230709199,0.645361305361305,0.612284902131948,0.591192882842499,0.0138683877780594,0.200882572858442
"730",729,85,0.06,90,34,7,0.84045155606261,0.60478008069196,0.55990675990676,0.576090403334985,0.584805265750014,0.00599672416439049,0.202406149534494
"731",730,171,0.06,90,34,8,0.827781806883329,0.617757177101439,0.547412587412587,0.572732607779475,0.564204504980542,0.0033735972623339,0.199388396364044
"732",731,341,0.06,90,34,9,0.835416808041309,0.565279291088476,0.547738927738928,0.550170702270821,0.565816367075024,0.00318562799979824,0.218848920893547
"733",732,683,0.06,90,34,10,0.83235086998941,0.596070739589424,0.511142191142191,0.542129794845978,0.565065282595796,0.0024360371499681,0.209854440730369
"734",733,21,0.06,90,35,5,0.843337429035671,0.568863682392149,0.62979020979021,0.592000007766804,0.583184172807416,0.0324231542811411,0.209901157387852
"735",734,43,0.06,90,35,6,0.837145435553888,0.544753944685451,0.608811188811189,0.572063021585473,0.573937279455035,0.0127449684379559,0.220369681540763
"736",735,85,0.06,90,35,7,0.831626753949792,0.571187859759288,0.556317016317016,0.560180612978441,0.572397400639237,0.00712101906356511,0.213666187941765
"737",736,171,0.06,90,35,8,0.838243192861192,0.604242926146523,0.581025641025641,0.588279446203084,0.580932957831905,0.00374812646328921,0.199433978203937
"738",737,341,0.06,90,35,9,0.83671737208164,0.595278246749291,0.618041958041958,0.602127164672738,0.585684552297056,0.00281127134226275,0.200966864587261
"739",738,683,0.06,90,35,10,0.827408353923797,0.586261742839428,0.516363636363636,0.541462648693738,0.567491504700073,0.00206132980781027,0.208395779823532
"740",739,21,0.06,90,36,5,0.837107035617454,0.575270234487102,0.608391608391608,0.58891066341448,0.58225707661547,0.0252988084882432,0.207683156406865
"741",740,43,0.06,90,36,6,0.830367696930428,0.551259084255694,0.605128205128205,0.573564164302168,0.568713016384846,0.0138680361055931,0.218116921517276
"742",741,85,0.06,90,36,7,0.831273377624789,0.59067488012154,0.568624708624709,0.577295970682592,0.573335149803608,0.00655887457750982,0.203899674559533
"743",742,171,0.06,90,36,8,0.828415843880599,0.570162887959498,0.553286713286713,0.559455106563266,0.566582485818046,0.00337306909507173,0.213611065228054
"744",743,341,0.06,90,36,9,0.839945333224482,0.610895452778433,0.556829836829837,0.577178193183628,0.579411090691338,0.00262418093161158,0.198660621031028
"745",744,683,0.06,90,36,10,0.833744472036182,0.574784961384581,0.565920745920746,0.565165771366309,0.560765933118156,0.0022491225755501,0.210620652755484
"746",745,21,0.06,90,37,5,0.835886918198134,0.548785002210565,0.596503496503497,0.569892167713224,0.582777604311034,0.0277357248193772,0.221836769518968
"747",746,43,0.06,90,37,6,0.82795382752971,0.541657140348588,0.587086247086247,0.558182822246578,0.571311598341621,0.0125561222992238,0.224140281106926
"748",747,85,0.06,90,37,7,0.842752305081254,0.572836632453568,0.599533799533799,0.581270036899021,0.576084959864587,0.00599672548151584,0.210689036022893
"749",748,171,0.06,90,37,8,0.828739988809444,0.568439843392502,0.571375291375291,0.565131494304987,0.563544096299843,0.00374777610794822,0.212915380014685
"750",749,341,0.06,90,37,9,0.824114891397291,0.590430016476363,0.507738927738928,0.543489660791922,0.564288969382153,0.00243621199835726,0.209135197544423
"751",750,683,0.06,90,37,10,0.835038967731446,0.595169106391121,0.55948717948718,0.570937803120089,0.569984691991103,0.00281127134226275,0.202431283642613
"752",751,21,0.06,90,38,5,0.829205810362896,0.527174132061148,0.642051282051282,0.577183270400008,0.573736175347909,0.0301719361591718,0.230912788427551
"753",752,43,0.06,90,38,6,0.826609861904675,0.551261645331413,0.605314685314685,0.575278258243418,0.562931784294383,0.0140552987303827,0.219647433189716
"754",753,85,0.06,90,38,7,0.825335646078959,0.565640056171362,0.584055944055944,0.572812449372845,0.561054072807291,0.00599654799887599,0.213650363540917
"755",754,171,0.06,90,38,8,0.83174855487845,0.566388942828308,0.544335664335664,0.553150853049346,0.567127818282675,0.00337306942435307,0.213675707800442
"756",755,341,0.06,90,38,9,0.836450185776327,0.614651142508285,0.553706293706294,0.575014253463232,0.575529972873726,0.00262347857452292,0.197137233491241
"757",756,683,0.06,90,38,10,0.828506604965893,0.605522281462288,0.517016317016317,0.550829567356712,0.568171453067463,0.00243638849315309,0.205390992994813
"758",757,21,0.06,90,39,5,0.834889470577368,0.541637930243381,0.639254079254079,0.58414112052795,0.579797351727691,0.0275488102449592,0.223396765433624
"759",758,43,0.06,90,39,6,0.829334492576697,0.560051709582709,0.617855477855478,0.585959752546171,0.560136893473161,0.00993264043188751,0.212120188110726
"760",759,85,0.06,90,39,7,0.842599015355037,0.562933611128207,0.580745920745921,0.568963144062206,0.578914986631867,0.0067464898626098,0.213670159803332
"761",760,171,0.06,90,39,8,0.83266525848911,0.578473210387679,0.580606060606061,0.577838434146464,0.582527720806958,0.00356015917644156,0.205393977144774
"762",761,341,0.06,90,39,9,0.838558596387767,0.577388606418457,0.596270396270396,0.586165611199695,0.584354872860634,0.00318615452065373,0.206900426481263
"763",762,683,0.06,90,39,10,0.83932037061341,0.577065243662951,0.584149184149184,0.577811086218486,0.578372514057164,0.00243621298620126,0.209195447952432
"764",763,21,0.06,90,40,5,0.83300247131487,0.559491292573484,0.62974358974359,0.59171147187611,0.578129393631132,0.0286759181945831,0.213698257046272
"765",764,43,0.06,90,40,6,0.832963170025384,0.581282358256117,0.62983682983683,0.603004160662078,0.568714541348554,0.0129325912965266,0.203147794860285
"766",765,85,0.06,90,40,7,0.8391567377174,0.588339412033198,0.583962703962704,0.57519121450218,0.58718250605272,0.00655852158791815,0.209849060854383
"767",766,171,0.06,90,40,8,0.82711587347024,0.553901460407575,0.556876456876457,0.552065112665113,0.562066669068885,0.00356068503873438,0.220396496860128
"768",767,341,0.06,90,40,9,0.8330816330772,0.55754176102034,0.547132867132867,0.549437556272274,0.578448225084348,0.00299801040972891,0.218130917600895
"769",768,683,0.06,90,40,10,0.833662188262454,0.597354853479854,0.513939393939394,0.549211823175441,0.563391764596461,0.00262347956236693,0.206194590954999
"770",769,21,0.06,100,25,5,0.835504702020145,0.571463558453505,0.611375291375291,0.587249653292896,0.575327721005176,0.0230533761686203,0.209127989351208
"771",770,43,0.06,100,25,6,0.82973905197638,0.567205756831642,0.614825174825175,0.588550604393246,0.568550079264838,0.010307698787949,0.211396468699839
"772",771,85,0.06,100,25,7,0.826381138687922,0.569100397319575,0.544895104895105,0.550713242983697,0.564493971087831,0.00487242399671451,0.214370195150798
"773",772,171,0.06,100,25,8,0.831362787254615,0.578359109102684,0.541212121212121,0.554456486966498,0.568083746893885,0.00281074449212592,0.212157973333468
"774",773,341,0.06,100,25,9,0.83841971797639,0.594640646983991,0.547552447552448,0.56495669885264,0.575885926670264,0.00243673950705675,0.20546116254917
"775",774,683,0.06,100,25,10,0.828560658591692,0.609496865843255,0.529090909090909,0.563524301343592,0.559018024318693,0.00262418224873692,0.199354730108854
"776",775,21,0.06,100,26,5,0.828040085294408,0.547785226456112,0.617575757575758,0.578142803939822,0.563490659349947,0.020989929411104,0.219636169074371
"777",776,43,0.06,100,26,6,0.830350025817737,0.577141777359482,0.638974358974359,0.60025156120772,0.566894752142205,0.00974450323587073,0.206918415441589
"778",777,85,0.06,100,26,7,0.836407048282325,0.604500581562105,0.596317016317016,0.591428865064517,0.580662676977249,0.00506021874014235,0.200220637960825
"779",778,171,0.06,100,26,8,0.832247863133041,0.597581780538302,0.581398601398601,0.585271826656989,0.572551370629358,0.00337359594520856,0.201603644361617
"780",779,341,0.06,100,26,9,0.835131617639376,0.567767256166085,0.507505827505828,0.530367053381276,0.571303799172545,0.0024360371499681,0.215075673419672
"781",780,683,0.06,100,26,10,0.839357404167512,0.622571477486732,0.559393939393939,0.586487963321256,0.57796170572541,0.00224894706859827,0.192637219411097
"782",781,21,0.06,100,27,5,0.832469974896456,0.587961021401397,0.5997668997669,0.589993136582018,0.564390731545484,0.0232369449153881,0.202424600827912
"783",782,43,0.06,100,27,6,0.840898360789007,0.563300588300588,0.596503496503497,0.575470978174903,0.584571910191131,0.0101199063494905,0.215873954549295
"784",783,85,0.06,100,27,7,0.828642796541422,0.593854697883414,0.565687645687646,0.572079588047907,0.570382562797327,0.00581016027459482,0.207694504582772
"785",784,171,0.06,100,27,8,0.830283743644169,0.578605080574152,0.608484848484849,0.590477746654217,0.570945448835306,0.00299871408394291,0.207760071821344
"786",785,341,0.06,100,27,9,0.837257277966603,0.598816593040195,0.58051282051282,0.58727348107427,0.569607799687167,0.00243586230157894,0.197918303220738
"787",786,683,0.06,100,27,10,0.829614428721862,0.630852353041803,0.4795337995338,0.540560814057962,0.563165183507518,0.0020613291492476,0.197183971163865
"788",787,21,0.06,100,28,5,0.832998740746635,0.55794842706311,0.59972027972028,0.574500836691355,0.572484114443094,0.0264259164378672,0.216615873071913
"789",788,43,0.06,100,28,6,0.838780925164847,0.580434051881622,0.639067599067599,0.60694531782379,0.592548173665662,0.00862107698085921,0.20238236039537
"790",789,85,0.06,100,28,7,0.838346934578647,0.591460443148065,0.55981351981352,0.569669978303072,0.57417094752924,0.00449789545432187,0.206054314891707
"791",790,171,0.06,100,28,8,0.83163623595425,0.573710522856486,0.565501165501165,0.564977703591254,0.569840897977418,0.00224894673931693,0.210657029963808
"792",791,341,0.06,100,28,9,0.839499786947696,0.619857401811234,0.574545454545455,0.588107122531652,0.581353664758213,0.00243621199835726,0.195654867505843
"793",792,683,0.06,100,28,10,0.825847250626326,0.606841335881355,0.474219114219114,0.529043341168214,0.558249116402082,0.00149918137037896,0.205324879362586
"794",793,21,0.06,100,29,5,0.842573979556394,0.585732600732601,0.617622377622378,0.598231663582187,0.592825811397278,0.0226758491903864,0.202373912308862
"795",794,43,0.06,100,29,6,0.833965943092587,0.56481491531277,0.608484848484849,0.583487919660158,0.582466689213385,0.00993211391103202,0.2128974120695
"796",795,85,0.06,100,29,7,0.830338000504987,0.578481051228337,0.605034965034965,0.587440560252549,0.564297913754841,0.00487224848976268,0.206167103151136
"797",796,171,0.06,100,29,8,0.833182712071437,0.620625090540345,0.497762237762238,0.542278638661602,0.571703493230506,0.00337289457596391,0.198726293345304
"798",797,341,0.06,100,29,9,0.827627132403252,0.582329547652784,0.544801864801865,0.558818424837397,0.554490905856809,0.00262365408147475,0.208390147765859
"799",798,683,0.06,100,29,10,0.831939743916986,0.630351158645276,0.52004662004662,0.566254912729565,0.564510359479461,0.00224894706859827,0.19489279546342
"800",799,21,0.06,100,30,5,0.834153323483898,0.579428044829123,0.580885780885781,0.575210933384294,0.581479620848578,0.0245506233404344,0.212070928621234
"801",800,43,0.06,100,30,6,0.837290343270837,0.568087538151828,0.621118881118881,0.589795031338725,0.572952894550012,0.0104940894757622,0.209161634591258
"802",801,85,0.06,100,30,7,0.833651558037549,0.549970406241593,0.565407925407925,0.555569230984671,0.579607312913962,0.00468533358606334,0.221120216271015
"803",802,171,0.06,100,30,8,0.833379242631496,0.579052657423852,0.584009324009324,0.580702770730057,0.566493433132099,0.00318615452065373,0.206908937613193
"804",803,341,0.06,100,30,9,0.830961136297327,0.570248269213166,0.556783216783217,0.562094048647585,0.569889608231189,0.0022487712323651,0.212834072435827
"805",804,683,0.06,100,30,10,0.838212282766738,0.591526053965013,0.498741258741259,0.534498007099958,0.56504346686435,0.00206150465619943,0.212883331925319
"806",805,21,0.06,100,31,5,0.835291401700446,0.533374340308352,0.62955710955711,0.575351084784034,0.573396170925152,0.0249242776408813,0.225677685745472
"807",806,43,0.06,100,31,6,0.834516504463305,0.563908983824238,0.541678321678322,0.551061420457801,0.581836800969076,0.00918182366764523,0.215838733173702
"808",807,85,0.06,100,31,7,0.835023829593063,0.597938744499963,0.580932400932401,0.586073571210918,0.578453355883799,0.00562236717757366,0.200919097172749
"809",808,171,0.06,100,31,8,0.837355860729586,0.612260600603204,0.55030303030303,0.577327727041818,0.575902023399896,0.00318545216356508,0.195650286205199
"810",809,341,0.06,100,31,9,0.830145745917875,0.567676293553451,0.522703962703963,0.541161752764553,0.563200179329039,0.00206203216489893,0.215883621513956
"811",810,683,0.06,100,31,10,0.831517492736645,0.572437387297135,0.52018648018648,0.542212338450446,0.561642514250951,0.00187388805397411,0.213647694618065
"812",811,21,0.06,100,32,5,0.834989620661262,0.541794057536941,0.654685314685315,0.589435583762571,0.571669275195106,0.0213630571906953,0.221872095970263
"813",812,43,0.06,100,32,6,0.843449015395225,0.586524361086021,0.623776223776224,0.599191233215002,0.586682867835666,0.0104939182494677,0.20388845247447
"814",813,85,0.06,100,32,7,0.825167894516203,0.584075138258195,0.529044289044289,0.543553426294825,0.559747953238227,0.00449736564065303,0.212891780011827
"815",814,171,0.06,100,32,8,0.834561739756065,0.568328595980962,0.538135198135198,0.55275794922437,0.57669169975595,0.00281127167154408,0.213650510646901
"816",815,341,0.06,100,32,9,0.824038608223624,0.573562273352221,0.574778554778555,0.570471130316541,0.563372485962889,0.00262347857452292,0.209198137890425
"817",816,683,0.06,100,32,10,0.839129295248698,0.634588236022873,0.568624708624709,0.594933014554375,0.578967608413592,0.00224877156164643,0.188919935256555
"818",817,21,0.06,100,33,5,0.838751914227014,0.545808219509052,0.654358974358974,0.593745268342797,0.576902953026367,0.0258621779008667,0.218123961589367
"819",818,43,0.06,100,33,6,0.828636503145148,0.579062311182217,0.553240093240093,0.562465369974912,0.563163506163144,0.0104935669062827,0.209909101110986
