"","SN","number.leaves","Learning.Rate","number.iteration","maximum.bin","maximum.depth","acu","precision","recall","fscore","corr","training.error","test.error"
"301",300,683,0.05,110,26,10,0.834417580678849,0.63184350132626,0.529277389277389,0.570936841120319,0.573560635082502,0.00262312756061926,0.194132530723085
"302",301,21,0.05,110,27,5,0.828831857927469,0.53647619047619,0.63006993006993,0.574230223711615,0.569051090606401,0.0271691860738994,0.229442737314526
"303",302,43,0.05,110,27,6,0.838414208814682,0.590934785644463,0.611375291375291,0.59996223326914,0.584321984286332,0.0133058840460671,0.20088141702571
"304",303,85,0.05,110,27,7,0.832577164719916,0.572183539667424,0.55039627039627,0.556840283707322,0.569766717606268,0.00581016027459482,0.21441352837065
"305",304,171,0.05,110,27,8,0.840062522899822,0.608998444579698,0.562843822843823,0.583360467994396,0.576577160977593,0.00356068503873438,0.195643603390499
"306",305,341,0.05,110,27,9,0.842516313629067,0.635292869269949,0.553240093240093,0.586160058424459,0.587766555518634,0.00281127035441874,0.192641716651179
"307",306,683,0.05,110,27,10,0.832242546872368,0.570728289726041,0.547785547785548,0.556561780857094,0.568265105053308,0.00281179950952491,0.212882953652789
"308",307,21,0.05,110,28,5,0.83256235267614,0.55869512780479,0.615011655011655,0.577941887531298,0.571803762010595,0.0273613658568723,0.221129820190254
"309",308,43,0.05,110,28,6,0.8243422700479,0.572866893822486,0.584382284382284,0.576173866609624,0.563750905564087,0.0112442075050105,0.209891091135519
"310",309,85,0.05,110,28,7,0.841673909067141,0.584138647931751,0.562657342657343,0.570394778599614,0.584658398066742,0.00487242564312119,0.206128981686146
"311",310,171,0.05,110,28,8,0.833829548282038,0.593871415940382,0.556783216783217,0.569731134242775,0.563526383197662,0.00393521819106572,0.204627912225642
"312",311,341,0.05,110,28,9,0.830365647356929,0.583413510704307,0.562610722610723,0.571778069126396,0.56180022579266,0.00281074482140725,0.206931213662195
"313",312,683,0.05,110,28,10,0.843364869207931,0.614467993930097,0.534825174825175,0.569943408399263,0.583352384578837,0.00243621298620126,0.196427531179113
"314",313,21,0.05,110,29,5,0.834381071861492,0.558365007114602,0.651561771561772,0.598230816762161,0.582571936588826,0.0312969360496857,0.217389965774742
"315",314,43,0.05,110,29,6,0.840839206767979,0.565120547350354,0.633379953379953,0.595881265763034,0.58081207581682,0.0116187357181218,0.209138013573259
"316",315,85,0.05,110,29,7,0.834336162663339,0.596322429277136,0.556503496503497,0.568237907667034,0.579973026913533,0.00674771939911662,0.204686817664655
"317",316,171,0.05,110,29,8,0.840697282127754,0.594534060175794,0.566107226107226,0.565368614449557,0.579327653508327,0.0033735972623339,0.203170239030412
"318",317,341,0.05,110,29,9,0.83413253150803,0.618311187722952,0.513519813519814,0.548227187088114,0.566001676382972,0.00281091934051508,0.203897383909211
"319",318,683,0.05,110,29,10,0.829817252678196,0.575028962995827,0.556969696969697,0.563129048729271,0.566309169005639,0.00243638750530909,0.209884261214835
"320",319,21,0.05,110,30,5,0.82960521769743,0.554449472096531,0.578228438228438,0.561375204055799,0.571978321668408,0.0284856558168269,0.221908704345132
"321",320,43,0.05,110,30,6,0.843271894353614,0.571664731471534,0.648717948717949,0.604893342657726,0.587783238117656,0.0119950272327848,0.206897526391864
"322",321,85,0.05,110,30,7,0.831458583286572,0.582876873402598,0.572074592074592,0.571677954689314,0.573169007326974,0.00487225046545069,0.206872371268604
"323",322,171,0.05,110,30,8,0.835546945050418,0.591287611739131,0.584195804195804,0.586977875128683,0.57040466376976,0.00431010169873804,0.200916260128772
"324",323,341,0.05,110,30,9,0.834214810688876,0.580834605555854,0.58979020979021,0.578977973115378,0.568949952989508,0.00299836142363258,0.204678558714411
"325",324,683,0.05,110,30,10,0.83600453271504,0.593173834968426,0.565687645687646,0.57438767531871,0.568315272280779,0.00243638849315309,0.205343309640864
"326",325,21,0.05,110,31,5,0.837993166710471,0.572083090573803,0.602750582750583,0.581755379906473,0.585536908949425,0.0277346701312595,0.210637275731674
"327",326,43,0.05,110,31,6,0.845497120320528,0.590721586298766,0.617622377622378,0.599412965205479,0.593485445870694,0.00936891473685907,0.201671039917419
"328",327,85,0.05,110,31,7,0.83311632885447,0.585062789703541,0.596083916083916,0.589518140996011,0.568559664528452,0.00524678032496867,0.203142688181127
"329",328,171,0.05,110,31,8,0.828937692850801,0.595547090113192,0.526060606060606,0.555910297123161,0.563763527140267,0.00318597868442057,0.20538828204168
"330",329,341,0.05,110,31,9,0.838419297727706,0.576849586546458,0.568811188811189,0.565227229137907,0.587413943084706,0.00299836175291391,0.212146730233264
"331",330,683,0.05,110,31,10,0.83677617359899,0.606807323804317,0.514079254079254,0.5526656524799,0.577421146582581,0.00243638750530909,0.200926473487089
"332",331,21,0.05,110,32,5,0.835005702636854,0.555395579267801,0.636223776223776,0.58933903826064,0.582786991004031,0.0288608896798402,0.218115513502858
"333",332,43,0.05,110,32,6,0.83025441005639,0.571293880455408,0.602424242424242,0.584074879998363,0.570829473429968,0.0119943252049775,0.210707634422296
"334",333,85,0.05,110,32,7,0.835430086062567,0.574242462696913,0.574918414918415,0.565099531629021,0.576574863249667,0.005434750246067,0.214374377163771
"335",334,171,0.05,110,32,8,0.837677237298931,0.583325559712873,0.571468531468531,0.57439875938739,0.571380847117589,0.00356068503873438,0.206150206978119
"336",335,341,0.05,110,32,9,0.83733922645996,0.593613897596656,0.547505827505828,0.564929564668646,0.578052090655434,0.00299801040972891,0.206900405466122
"337",336,683,0.05,110,32,10,0.839427511063391,0.585887331875704,0.580979020979021,0.575814352001733,0.580376503958472,0.00243656400010492,0.205377059956616
"338",337,21,0.05,110,33,5,0.842544079895934,0.568207503343276,0.648764568764569,0.605202339600935,0.585904537138148,0.0267976381861559,0.207607396825117
"339",338,43,0.05,110,33,6,0.844215553587506,0.571082147283746,0.666759906759907,0.607672515651587,0.592989349757212,0.0119934470116556,0.208418181963377
"340",339,85,0.05,110,33,7,0.840431621807416,0.581098543773226,0.598694638694639,0.583959430026101,0.585152511850043,0.00581033578154665,0.205379749894609
"341",340,171,0.05,110,33,8,0.837067132660453,0.581641691641692,0.614871794871795,0.595577334162298,0.574283732010459,0.00356068503873438,0.204635183464279
"342",341,341,0.05,110,33,9,0.823698767121259,0.573262369947516,0.556736596736597,0.561468356406182,0.555030318876683,0.0029983607650699,0.211399284728676
"343",342,683,0.05,110,33,10,0.831911342684211,0.578798217532978,0.513752913752914,0.541718145000485,0.56419961785328,0.00262365342291208,0.212145532370251
"344",343,21,0.05,110,34,5,0.836865731349254,0.560087987892866,0.608344988344988,0.582398256205093,0.579146619252085,0.0290485168190683,0.213619534329703
"345",344,43,0.05,110,34,6,0.841756520083696,0.586633916716205,0.611701631701632,0.598129186061824,0.587993281399031,0.0133053618058689,0.200902158969451
"346",345,85,0.05,110,34,7,0.824248888723545,0.579968851591505,0.583776223776224,0.579181277590791,0.56445156202214,0.00599742586291648,0.206925770740788
"347",346,171,0.05,110,34,8,0.839058684284043,0.574847586107906,0.593240093240093,0.579894567357541,0.578797872987329,0.00337341912113139,0.209867365041818
"348",347,341,0.05,110,34,9,0.827763644332286,0.581268452461076,0.562470862470863,0.568979172310153,0.561216349355585,0.00281109550602958,0.209116767266145
"349",348,683,0.05,110,34,10,0.839033965394243,0.661526232114467,0.52960372960373,0.571723596755372,0.587709896645914,0.00262382892986391,0.191137957252682
"350",349,21,0.05,110,35,5,0.840089702426041,0.601668780384697,0.608764568764569,0.601177026023272,0.587818672211522,0.0290479916153381,0.195644696177808
"351",350,43,0.05,110,35,6,0.828485401927104,0.564931754405439,0.595897435897436,0.573777655989932,0.570690035674961,0.0131191502471023,0.21659616087006
"352",351,85,0.05,110,35,7,0.82313799807076,0.555481098072229,0.55016317016317,0.550573688867534,0.555204246284321,0.005621664820485,0.217404193024907
"353",352,171,0.05,110,35,8,0.830845780330042,0.569048688403527,0.574871794871795,0.569869541835671,0.570275264401334,0.00356051051962656,0.212149630322662
"354",353,341,0.05,110,35,9,0.834155754266586,0.590615017166741,0.553799533799534,0.570371356453515,0.567980427424995,0.00318562767051691,0.205346251760543
"355",354,683,0.05,110,35,10,0.832393831805683,0.635794388520026,0.526060606060606,0.574395626945516,0.571173534275068,0.00281127035441874,0.189656726084875
"356",355,21,0.05,110,36,5,0.839162889882559,0.566009459692616,0.626993006993007,0.590042783488372,0.590150560302971,0.0273615439980748,0.214385704324538
"357",356,43,0.05,110,36,6,0.828226249720265,0.548530667068364,0.577902097902098,0.555893811054538,0.570262394402693,0.0110572939184365,0.224103777807759
"358",357,85,0.05,110,36,7,0.832055235374284,0.555365223808982,0.596270396270396,0.574708338610449,0.568256143909317,0.00543492608230017,0.215100996664057
"359",358,171,0.05,110,36,8,0.834576849188937,0.579735171613357,0.578135198135198,0.577661448329115,0.577952208115594,0.00318597769657656,0.206876742417842
"360",359,341,0.05,110,36,9,0.8257185557821,0.585666724167673,0.52955710955711,0.553270558883489,0.567810345507969,0.00299853627202173,0.206158655064628
"361",360,683,0.05,110,36,10,0.834410152840772,0.600314532916992,0.553846153846154,0.571034599840258,0.578137610859759,0.00262347890380426,0.203149434041249
"362",361,21,0.05,110,37,5,0.839255965780275,0.547705592872542,0.642144522144522,0.589202914147947,0.586865689896951,0.0303611349582142,0.218184169967094
"363",362,43,0.05,110,37,6,0.830382845402795,0.576414549430854,0.586806526806527,0.580096613566574,0.564916674104432,0.0129308256900056,0.207653966376616
"364",363,85,0.05,110,37,7,0.835856506431355,0.582745845136746,0.553613053613054,0.56362313439489,0.579972390989996,0.00599689703709164,0.208417110191208
"365",364,171,0.05,110,37,8,0.840022493638572,0.609702410007561,0.565501165501165,0.579964463020459,0.583024982579198,0.00299801040972891,0.199426622904738
"366",365,341,0.05,110,37,9,0.829687160449684,0.577872056482128,0.516783216783217,0.544864833195478,0.56128438764932,0.00281109550602958,0.211437132996839
"367",366,683,0.05,110,37,10,0.82356822019745,0.591774747916977,0.568438228438228,0.575827237677281,0.559362238312756,0.00243656400010492,0.202403270460236
"368",367,21,0.05,110,38,5,0.838314263114027,0.578601661337932,0.62997668997669,0.594809359120015,0.58050840334511,0.0273590766930278,0.210622060769902
"369",368,43,0.05,110,38,6,0.837286287756215,0.550367532141684,0.608438228438228,0.57393559832374,0.580561339465007,0.010495320000113,0.221166512625686
"370",369,85,0.05,110,38,7,0.839635274664091,0.561418781382686,0.569230769230769,0.563195419116845,0.575284528878848,0.00599672153013981,0.215147419109572
"371",370,171,0.05,110,38,8,0.832728656332912,0.577888869749608,0.5595337995338,0.565893818180113,0.576607504720415,0.00356068635585973,0.209144843493944
"372",371,341,0.05,110,38,9,0.84570660740012,0.601625348951895,0.547785547785548,0.5716448335608,0.591269103712717,0.0024360371499681,0.199387261546454
"373",372,683,0.05,110,38,10,0.835316204410338,0.638725475660983,0.514312354312354,0.564201784357273,0.575840965549341,0.00262347956236693,0.190320951632813
"374",373,21,0.05,110,39,5,0.834743090841805,0.547067169973624,0.614638694638695,0.576714515854116,0.579132411706688,0.0297972192678552,0.221148376559376
"375",374,43,0.05,110,39,6,0.832774648302947,0.585561824126859,0.59044289044289,0.581440130517574,0.569636899838015,0.0136791873326102,0.208394581960519
"376",375,85,0.05,110,39,7,0.834950172399559,0.553226234115129,0.572027972027972,0.558339587501223,0.577713635490435,0.0059972480509953,0.21964461716088
"377",376,171,0.05,110,39,8,0.829518144696215,0.581009415033184,0.541258741258741,0.560077640776695,0.571664021655741,0.00356068602657839,0.208409796922291
"378",377,341,0.05,110,39,9,0.830802221439136,0.574727818764546,0.529044289044289,0.548759444983846,0.566716549861082,0.0031859790137019,0.212157952318327
"379",378,683,0.05,110,39,10,0.834658609374141,0.565282893944866,0.544428904428904,0.550710675432028,0.568403888383415,0.00281091934051508,0.216637098363887
"380",379,21,0.05,110,40,5,0.8387119263017,0.545767122329969,0.63006993006993,0.583759211611807,0.584210359747152,0.0266131813676262,0.219645836039033
"381",380,43,0.05,110,40,6,0.838692240062123,0.574396369389284,0.654731934731935,0.610259381226866,0.588969934840883,0.0119941493687443,0.203912577855842
"382",381,85,0.05,110,40,7,0.833425960276854,0.58366781188382,0.593519813519814,0.58570967564486,0.581922997605644,0.00599707254404347,0.205409591394216
"383",382,171,0.05,110,40,8,0.822743304181164,0.575053951849212,0.577808857808858,0.575900566116814,0.559448311092041,0.00337342043825673,0.209144948569646
"384",383,341,0.05,110,40,9,0.825053701696232,0.577213930348259,0.541165501165501,0.556561625508994,0.553751460343713,0.00281144586137057,0.210678381346625
"385",384,683,0.05,110,40,10,0.840598292894732,0.618136653769646,0.559300699300699,0.582624723166895,0.580458989362323,0.00281127134226275,0.194889937404302
"386",385,21,0.05,120,25,5,0.827380651957274,0.540406350284459,0.605734265734266,0.568476266064931,0.576315304905664,0.026050155724717,0.226370660005708
"387",386,43,0.05,120,25,6,0.829516019340166,0.548967600303071,0.59995337995338,0.568059129237609,0.557570086339556,0.0101202573633942,0.221914336402805
"388",387,85,0.05,120,25,7,0.840272394633264,0.601751829482632,0.58997668997669,0.594213439093876,0.578203805059538,0.00449806898558569,0.196396596892197
"389",388,171,0.05,120,25,8,0.84001441131484,0.612484591660982,0.544475524475524,0.572987752655019,0.585172611778173,0.00356103736976339,0.197128869465295
"390",389,341,0.05,120,25,9,0.830739104909343,0.613540150936155,0.535477855477856,0.564448701867407,0.566703659892596,0.00262365441075609,0.200169949441775
"391",390,683,0.05,120,25,10,0.836844768288539,0.577658646888868,0.535104895104895,0.554119550483187,0.575370769597686,0.0020613291492476,0.209154909746276
"392",391,21,0.05,120,26,5,0.84565149855973,0.605915982527188,0.614638694638695,0.608257738933072,0.595218706532613,0.0224917516177938,0.194155037938633
"393",392,43,0.05,120,26,6,0.828308530049331,0.569269162210339,0.596363636363636,0.578347254943957,0.56928454711192,0.0104947891986002,0.216676522767593
"394",393,85,0.05,120,26,7,0.837340890231388,0.58141112585385,0.586759906759907,0.579684760329156,0.581887536281114,0.00393539501514289,0.208366064414768
"395",394,171,0.05,120,26,8,0.837363312680292,0.610591246288956,0.593473193473193,0.59959826920006,0.57946146286073,0.00281127134226275,0.194906959668163
"396",395,341,0.05,120,26,9,0.833076025168533,0.624413986354776,0.56037296037296,0.581431538255917,0.565817720906409,0.00299871309609891,0.195681178461835
"397",396,683,0.05,120,26,10,0.83506636656777,0.585579548275006,0.532400932400932,0.55391452991453,0.575965748645077,0.0020615053147621,0.2099192093936
"398",397,21,0.05,120,27,5,0.838443132487761,0.541734001292825,0.642517482517483,0.582862153426362,0.583943811052201,0.0238015507794264,0.223401199628284
"399",398,43,0.05,120,27,6,0.825124815581443,0.560154619110377,0.55020979020979,0.552241554944013,0.561660746432486,0.0112440319980587,0.219718779591945
"400",399,85,0.05,120,27,7,0.841367128676128,0.564402091660156,0.608671328671329,0.580183903074873,0.581907770246363,0.00468480838233319,0.212856579651376
"401",400,171,0.05,120,27,8,0.837148916958286,0.593754483064828,0.547552447552448,0.569240215887975,0.577192993254774,0.00299853758914708,0.202403102339111
"402",401,341,0.05,120,27,9,0.832746984227699,0.611833138847338,0.568624708624709,0.586717811068187,0.567779927529048,0.00206132980781027,0.195670040437333
"403",402,683,0.05,120,27,10,0.833110902364634,0.590783095162427,0.507365967365967,0.539558118935484,0.567985214404999,0.00206168115099527,0.209122420338957
"404",403,21,0.05,120,28,5,0.840204973425012,0.559369101047508,0.642331002331002,0.597494072529413,0.586481360001239,0.0209887008624412,0.212128636197235
"405",404,43,0.05,120,28,6,0.833118184378713,0.547674462415781,0.639160839160839,0.588077377032601,0.575911372526494,0.00899455840860491,0.221135473263067
"406",405,85,0.05,120,28,7,0.825918663048854,0.563569325750802,0.547086247086247,0.544156993332206,0.557401343995177,0.00468533523247002,0.217384585898757
"407",406,171,0.05,120,28,8,0.830160135416527,0.610560769493788,0.501585081585082,0.546813405510877,0.567442961190283,0.00318598000154591,0.203159016945348
"408",407,341,0.05,120,28,9,0.837213647886029,0.5784815507798,0.587319347319347,0.57931882727756,0.573478837326456,0.00262365342291208,0.206888006533187
"409",408,683,0.05,120,28,10,0.840965592540884,0.619183220157115,0.5597668997669,0.585229640004201,0.58485886246322,0.00224859572541327,0.194870477384136
"410",409,21,0.05,120,29,5,0.835076943974535,0.563345524956971,0.645128205128205,0.600021468683869,0.575528648755079,0.0202403464640259,0.212101631741605
"411",410,43,0.05,120,29,6,0.829092817433293,0.572120258272801,0.574545454545455,0.570413901806876,0.578390525903863,0.0101199063494905,0.212137084283743
"412",411,85,0.05,120,29,7,0.829882405002842,0.615001267358891,0.523356643356643,0.55930403888051,0.562297989747572,0.00487207462921753,0.201679530034208
"413",412,171,0.05,120,29,8,0.840378043544883,0.609867480890661,0.55981351981352,0.581982354563,0.58301998245273,0.00299853725986574,0.194873293412972
"414",413,341,0.05,120,29,9,0.824772160338881,0.554147768418966,0.541538461538462,0.54301995530993,0.560937088796002,0.00262365342291208,0.223412463743629
"415",414,683,0.05,120,29,10,0.835131466074277,0.603957019287902,0.544428904428904,0.568221550307949,0.570947775420194,0.00206115430085844,0.200119492089271
"416",415,21,0.05,120,30,5,0.848025567195066,0.565947007408128,0.642331002331002,0.595469533778252,0.591665381122488,0.0269820946754042,0.211434148846878
"417",416,43,0.05,120,30,6,0.839964761114458,0.563938861317894,0.638881118881119,0.595875261839451,0.577318515880096,0.00936997140066474,0.211424082594546
"418",417,85,0.05,120,30,7,0.838369617673593,0.600391806449362,0.574778554778555,0.582484989458163,0.582010876896647,0.00468480904089587,0.200141873213976
"419",418,171,0.05,120,30,8,0.824620919037943,0.573975967547692,0.562517482517483,0.566472335170627,0.556630140734766,0.00262347791596025,0.21215398045676
"420",419,341,0.05,120,30,9,0.831294626592395,0.603015637276348,0.544428904428904,0.56469367253772,0.570197105224741,0.00224877057380243,0.20466334375264
"421",420,683,0.05,120,30,10,0.835211561339831,0.610802715962662,0.568438228438228,0.585447827522763,0.572470846236331,0.00187406389020728,0.195723229758112
"422",421,21,0.05,120,31,5,0.83901059681169,0.545213150894546,0.651794871794872,0.590535808767952,0.584893671579419,0.0215496342517444,0.220356862305016
"423",422,43,0.05,120,31,6,0.830996828729945,0.577662190667284,0.62997668997669,0.599170159520651,0.578685826119825,0.0112442038829158,0.206921798879221
"424",423,85,0.05,120,31,7,0.83539998775997,0.567452738180292,0.556363636363636,0.555864924482538,0.569110326691009,0.00506021874014235,0.215903207624965
"425",424,171,0.05,120,31,8,0.8387319788236,0.577336613035019,0.614638694638695,0.593579758367305,0.578006388432372,0.00299818525811807,0.205389879192363
"426",425,341,0.05,120,31,9,0.839978551242036,0.620241663098806,0.56004662004662,0.579980743893787,0.581723729949503,0.00243638849315309,0.198691513287663
"427",426,683,0.05,120,31,10,0.835639946313805,0.631530309289708,0.532121212121212,0.576256981031899,0.577791775353051,0.0022487712323651,0.191865648525136
"428",427,21,0.05,120,32,5,0.834840389894328,0.545554250181508,0.621118881118881,0.576705161689128,0.583729963879535,0.0232367773111883,0.220383740669803
"429",428,43,0.05,120,32,6,0.832220312731618,0.550327184892402,0.605594405594406,0.576453360102995,0.570251128410296,0.00862090147390738,0.218126777618203
"430",429,85,0.05,120,32,7,0.83461078369605,0.563957712821047,0.62979020979021,0.593976034573989,0.573044039319748,0.00468568690493635,0.210662577960918
"431",430,171,0.05,120,32,8,0.838821069248142,0.60881272565127,0.541585081585082,0.568182720940977,0.583077309717396,0.00318633002760556,0.200927482213836
"432",431,341,0.05,120,32,9,0.840525680581836,0.617718718237844,0.559347319347319,0.578803583617982,0.58724275363543,0.00262365342291208,0.198634226014474
"433",432,683,0.05,120,32,10,0.83557036300645,0.594212799778838,0.575384615384615,0.582436353233978,0.576089503577918,0.00243638750530909,0.201664273042156
"434",433,21,0.05,120,33,5,0.838979160832272,0.611137012107913,0.605034965034965,0.603384257995526,0.58790382681512,0.0234279149187343,0.193395802940186
"435",434,43,0.05,120,33,6,0.838250590845537,0.585448871089212,0.621351981351981,0.598808083559918,0.580684420696655,0.0110567700318317,0.203080462349905
"436",435,85,0.05,120,33,7,0.837699603485033,0.622324469872581,0.559440559440559,0.580708481914866,0.581693536135731,0.00487277698630618,0.195622230992541
"437",436,171,0.05,120,33,8,0.830370285019317,0.552405284069597,0.541072261072261,0.545081985551289,0.568283358575221,0.0033730687657904,0.221163780657412
"438",437,341,0.05,120,33,9,0.83372864496553,0.580194171128491,0.55990675990676,0.565788050777847,0.57089892797388,0.00243603682068676,0.207641084095447
"439",438,683,0.05,120,33,10,0.830578716884318,0.592708585234156,0.538694638694639,0.559184863512353,0.561780799078192,0.00224859572541327,0.207649364060831
"440",439,21,0.05,120,34,5,0.832251032221477,0.543550691463219,0.614871794871795,0.576825661706763,0.575910559416784,0.0226755060792348,0.221096195965345
"441",440,43,0.05,120,34,6,0.836795449923867,0.560377506265664,0.562517482517482,0.559269624970509,0.580281141075704,0.00936926542148139,0.218127996496356
"442",441,85,0.05,120,34,7,0.841637254425787,0.592626337576209,0.596270396270396,0.591922837261973,0.585253442294042,0.00543545029818631,0.200135169384134
"443",442,171,0.05,120,34,8,0.830230424879457,0.595460194852584,0.556876456876457,0.566515451385443,0.559951321651839,0.00299871276681757,0.207618555864758
"444",443,341,0.05,120,34,9,0.828908009055785,0.577849892145667,0.55044289044289,0.558937179110757,0.561932806002264,0.00262365441075609,0.21210736887498
"445",444,683,0.05,120,34,10,0.835016342047523,0.59109649122807,0.54988344988345,0.566244978416548,0.577871810689718,0.00243621298620126,0.205444308406434
"446",445,21,0.05,120,35,5,0.840448956491516,0.567007730834345,0.63002331002331,0.587348073901754,0.580851558772013,0.0213632326976472,0.218878657317451
"447",446,43,0.05,120,35,6,0.832117073934718,0.565728717029186,0.553053613053613,0.557700596983531,0.56944276495721,0.0101192043216832,0.212900228098336
"448",447,85,0.05,120,35,7,0.832661677189533,0.587742864122044,0.574918414918415,0.57858178569538,0.571712198804439,0.00449771830096336,0.20465039842605
"449",448,171,0.05,120,35,8,0.828368219141087,0.589167388167388,0.580885780885781,0.579351501808694,0.561304298821877,0.00262347791596025,0.206904902706204
"450",449,341,0.05,120,35,9,0.824552997205576,0.565717953690416,0.513706293706294,0.533725587705968,0.544666365742414,0.00224894673931693,0.218122322408402
"451",450,683,0.05,120,35,10,0.831511885976198,0.613995622263915,0.526293706293706,0.561171562101484,0.560061143047726,0.0024360371499681,0.200170033502337
"452",451,21,0.05,120,36,5,0.840542930297622,0.561049262377688,0.586899766899767,0.562269883513939,0.584284478564751,0.0223013249286512,0.221135704429613
"453",452,43,0.05,120,36,6,0.844932548363906,0.553213301573957,0.614592074592075,0.581050551409168,0.582387239537068,0.00880799188455855,0.216634282335051
"454",453,85,0.05,120,36,7,0.832576483825191,0.604721339115463,0.543962703962704,0.571060104769782,0.578958356170363,0.00431062624390552,0.199414266002084
"455",454,171,0.05,120,36,8,0.827151479786325,0.586486008544832,0.58051282051282,0.579983528506326,0.562499565048978,0.00281109583531091,0.203154961023219
"456",455,341,0.05,120,36,9,0.842038752669756,0.606950672753265,0.575151515151515,0.586621308837491,0.579524960872674,0.00243638849315309,0.197919984431984
"457",456,683,0.05,120,36,10,0.828485218211833,0.58199508978143,0.538088578088578,0.557527329575661,0.561074110620069,0.00206132980781027,0.211349710012075
"458",457,21,0.05,120,37,5,0.827998221176882,0.572802092024844,0.626620046620047,0.598002056928268,0.569996901648723,0.0211763177939478,0.206133310805103
"459",458,43,0.05,120,37,6,0.83540378377677,0.547105831321518,0.654498834498835,0.595385239872426,0.580701666134502,0.0103073477740453,0.218126777618203
"460",459,85,0.05,120,37,7,0.834846044880033,0.563880611774608,0.572027972027972,0.566201313940315,0.57413125959727,0.0050607449317165,0.216677678600324
"461",460,171,0.05,120,37,8,0.837368240842454,0.601142911591566,0.557156177156177,0.577074082993807,0.580325206943028,0.00318615452065373,0.197838613807704
"462",461,341,0.05,120,37,9,0.836981852031357,0.612032786885246,0.541212121212121,0.572413716506064,0.57839398431899,0.00281091934051508,0.200121089239954
"463",462,683,0.05,120,37,10,0.838992383738948,0.617515468900039,0.538135198135198,0.570075231379203,0.57761684045352,0.00243638750530909,0.198668018360508
"464",463,21,0.05,120,38,5,0.834710082948593,0.558002645502645,0.635757575757576,0.593027835483543,0.572663056686413,0.0245493934746463,0.212921033087498
"465",464,43,0.05,120,38,6,0.847459813719604,0.591663003868851,0.602564102564103,0.591789080544499,0.588951544332614,0.0103080577046047,0.203114128605095
"466",465,85,0.05,120,38,7,0.837476608740093,0.626563136871281,0.568811188811189,0.58006455045801,0.575616300661202,0.00468498356000369,0.200986576789113
"467",466,171,0.05,120,38,8,0.821372532201555,0.561455342209479,0.494965034965035,0.524883670968168,0.557677337159397,0.00299836175291391,0.218907994453684
"468",467,341,0.05,120,38,9,0.837821575498537,0.604835179659406,0.580792540792541,0.591158569084483,0.580688566884347,0.00224964942568692,0.196405023963565
"469",468,683,0.05,120,38,10,0.831679193177641,0.5647150997151,0.544428904428904,0.548512885612219,0.570178131174,0.00262383090555192,0.21888676916171
"470",469,21,0.05,120,39,5,0.829992666316,0.544066200919042,0.626620046620047,0.580954489875514,0.568245274053816,0.0206182234683194,0.219700370328807
"471",470,43,0.05,120,39,6,0.837252334877575,0.553643651945539,0.587832167832168,0.563748749128785,0.574641602731002,0.00880782230467076,0.218101223207272
"472",471,85,0.05,120,39,7,0.831692151993615,0.582340769704586,0.5597668997669,0.566999096111366,0.572731465676762,0.00468480706520785,0.207648334318943
"473",472,171,0.05,120,39,8,0.82926197901076,0.568433547086716,0.543729603729604,0.554692011814615,0.574879774939836,0.00299871276681757,0.211451002989614
"474",473,341,0.05,120,39,9,0.839108868406933,0.61149361967009,0.514358974358974,0.549695967186695,0.576138144730381,0.0022491225755501,0.202397554342001
"475",474,683,0.05,120,39,10,0.823929135737914,0.55358688633915,0.557109557109557,0.549137915429466,0.552087362271794,0.0022484198891801,0.221166512625686
"476",475,21,0.05,120,40,5,0.8363439524205,0.571605841866711,0.639440559440559,0.595509908578215,0.581736623201479,0.0219252122137533,0.215151454016561
"477",476,43,0.05,120,40,6,0.833900821769892,0.572368855405593,0.608997668997669,0.583024367385179,0.581346164744007,0.00955828772572804,0.212850737442298
"478",477,85,0.05,120,40,7,0.834260226252246,0.562164233282246,0.575151515151515,0.564106611164276,0.571944939703371,0.00487277863271286,0.217455953316126
"479",478,171,0.05,120,40,8,0.830435009057737,0.582921736236767,0.544009324009324,0.555397231649646,0.566227293865886,0.00337359594520856,0.212121343943457
"480",479,341,0.05,120,40,9,0.841638244191813,0.599647871502814,0.54979020979021,0.561528253959875,0.578298063693238,0.00262382892986391,0.207634254174763
"481",480,683,0.05,120,40,10,0.836662170235393,0.622000474799192,0.540979020979021,0.575514991816395,0.579395481050652,0.00206132980781027,0.192654010508411
"482",481,21,0.05,130,25,5,0.835690976675165,0.566520220971441,0.621118881118881,0.589062982321623,0.589068499883443,0.0187404568094942,0.20916617386162
"483",482,43,0.05,130,25,6,0.830501495614544,0.56672573377177,0.562424242424242,0.56076743261779,0.573725600760155,0.00824637293151474,0.215123293728199
"484",483,85,0.05,130,25,7,0.825826674515902,0.583455260645479,0.593473193473193,0.586015433841521,0.571718499691289,0.00299871177897357,0.204618287291262
"485",484,171,0.05,130,25,8,0.837738864586803,0.602577281873056,0.581072261072261,0.589424838552628,0.574959735323826,0.0022485950668506,0.198637042043311
"486",485,341,0.05,130,25,9,0.833655078481442,0.591706336182225,0.55044289044289,0.566134325526396,0.567689939512135,0.00243638849315309,0.203890133685715
"487",486,683,0.05,130,25,10,0.830733631342468,0.600989054536078,0.565967365967366,0.575589526428017,0.561234280402502,0.0013115634510283,0.200137985412971
"488",487,21,0.05,130,26,5,0.829380413357065,0.568433877766069,0.599347319347319,0.580348299043951,0.563368263462593,0.0187401127104986,0.209905108234278
